Date,Time,ObsG,Dial,Feedback Correction,Earthtide,Level Correction,Temperature Correction,Temperature Frequency,Beam Frequency,Cross Level Frequency,Long Level Frequency,Note,G_corr,datetime
2024/09/26,12:30:00,-0.100907,2835.0,-0.138069,-0.042254,0.0,0.0378,0,7472,9397,11705,No notes.,-0.058653,2024-09-26 12:30:00
2024/09/26,12:30:30,-0.100574,2835.0,-0.137075,-0.041954,0.0,0.0378,0,7471,9396,11706,No notes.,-0.05862,2024-09-26 12:30:30
2024/09/26,12:31:00,-0.10033,2835.0,-0.136082,-0.041654,0.0,0.0378,0,7470,9397,11705,No notes.,-0.058676000000000006,2024-09-26 12:31:00
2024/09/26,12:31:30,-0.100104,2835.0,-0.139062,-0.041353,0.0,0.0378,0,7475,9396,11704,No notes.,-0.058751,2024-09-26 12:31:30
2024/09/26,12:32:00,-0.099785,2835.0,-0.137075,-0.041053,0.0,0.0378,0,7474,9396,11704,No notes.,-0.058732,2024-09-26 12:32:00
2024/09/26,12:32:30,-0.099557,2835.0,-0.135089,-0.040752,0.0,0.0378,0,7469,9395,11703,No notes.,-0.05880500000000001,2024-09-26 12:32:30
2024/09/26,12:33:00,-0.099273,2835.0,-0.137075,-0.040451,0.0,0.0378,0,7474,9394,11703,No notes.,-0.058822,2024-09-26 12:33:00
2024/09/26,12:33:30,-0.098942,2835.0,-0.135089,-0.04015,0.0,0.0378,0,7470,9394,11704,No notes.,-0.058792000000000004,2024-09-26 12:33:30
2024/09/26,12:34:00,-0.098696,2835.0,-0.137075,-0.039848,0.0,0.0378,0,7475,9396,11704,No notes.,-0.058848000000000004,2024-09-26 12:34:00
2024/09/26,12:34:30,-0.098384,2835.0,-0.133102,-0.039547,0.0,0.0378,0,7467,9397,11704,No notes.,-0.058837,2024-09-26 12:34:30
2024/09/26,12:35:00,-0.098072,2835.0,-0.136082,-0.039245,0.0,0.0378,0,7474,9405,11705,No notes.,-0.058827000000000004,2024-09-26 12:35:00
2024/09/26,12:35:30,-0.097761,2835.0,-0.136082,-0.038943,0.0,0.0378,0,7474,9395,11705,No notes.,-0.058818,2024-09-26 12:35:30
2024/09/26,12:36:00,-0.09762,2835.0,-0.136082,-0.038641,0.0,0.0378,0,7475,9395,11705,No notes.,-0.058979,2024-09-26 12:36:00
2024/09/26,12:36:30,-0.097377,2835.0,-0.134096,-0.038339,0.0,0.0378,0,7472,9395,11704,No notes.,-0.05903800000000001,2024-09-26 12:36:30
2024/09/26,12:37:00,-0.097147,2835.0,-0.133102,-0.038037,0.0,0.0378,0,7471,9395,11703,No notes.,-0.059109999999999996,2024-09-26 12:37:00
2024/09/26,12:37:30,-0.096757,2835.0,-0.135089,-0.037734,0.0,0.0378,0,7475,9394,11704,No notes.,-0.059023,2024-09-26 12:37:30
2024/09/26,12:38:00,-0.096416,2835.0,-0.134096,-0.037432,0.0,0.0378,0,7473,9395,11703,No notes.,-0.058984,2024-09-26 12:38:00
2024/09/26,12:38:30,-0.096048,2835.0,-0.134096,-0.037129,0.0,0.0378,0,7476,9394,11702,No notes.,-0.05891899999999999,2024-09-26 12:38:30
2024/09/26,12:39:00,-0.095746,2835.0,-0.134096,-0.036826,0.0,0.0378,0,7475,9395,11705,No notes.,-0.05892,2024-09-26 12:39:00
2024/09/26,12:39:30,-0.095388,2835.0,-0.132109,-0.036523,0.0,0.0378,0,7470,9394,11705,No notes.,-0.058865,2024-09-26 12:39:30
2024/09/26,12:40:00,-0.095193,2835.0,-0.134096,-0.03622,0.0,0.0378,0,7476,9395,11704,No notes.,-0.058973,2024-09-26 12:40:00
2024/09/26,12:40:30,-0.094996,2835.0,-0.131116,-0.035916,0.0,0.0378,0,7471,9396,11704,No notes.,-0.05908,2024-09-26 12:40:30
2024/09/26,12:41:00,-0.094687,2835.0,-0.130122,-0.035613,0.0,0.0378,0,7470,9396,11704,No notes.,-0.059073999999999995,2024-09-26 12:41:00
2024/09/26,12:41:30,-0.094406,2835.0,-0.131116,-0.035309,0.0,0.0378,0,7471,9395,11703,No notes.,-0.059097000000000004,2024-09-26 12:41:30
2024/09/26,12:42:00,-0.094121,2835.0,-0.129129,-0.035006,0.0,0.0378,0,7469,9394,11704,No notes.,-0.059114999999999994,2024-09-26 12:42:00
2024/09/26,12:42:30,-0.093846,2835.0,-0.133102,-0.034702,0.0,0.0378,0,7476,9394,11703,No notes.,-0.059144,2024-09-26 12:42:30
2024/09/26,12:43:00,-0.093572,2835.0,-0.130122,-0.034398,0.0,0.0378,0,7472,9394,11702,No notes.,-0.059174000000000004,2024-09-26 12:43:00
2024/09/26,12:43:30,-0.093308,2835.0,-0.131116,-0.034094,0.0,0.0378,0,7474,9396,11703,No notes.,-0.059214,2024-09-26 12:43:30
2024/09/26,12:44:00,-0.09306,2835.0,-0.130122,-0.03379,0.0,0.0378,0,7471,9397,11705,No notes.,-0.05927,2024-09-26 12:44:00
2024/09/26,12:44:30,-0.092816,2835.0,-0.129129,-0.033486,0.0,0.0378,0,7472,9397,11705,No notes.,-0.059329999999999994,2024-09-26 12:44:30
2024/09/26,12:45:00,-0.092596,2835.0,-0.131116,-0.033181,0.0,0.0378,0,7474,9396,11703,No notes.,-0.059414999999999996,2024-09-26 12:45:00
2024/09/26,12:45:30,-0.092335,2835.0,-0.131116,-0.032877,0.0,0.0378,0,7476,9395,11703,No notes.,-0.059458,2024-09-26 12:45:30
2024/09/26,12:46:00,-0.09206,2835.0,-0.128136,-0.032572,0.0,0.0378,0,7470,9395,11704,No notes.,-0.059488000000000006,2024-09-26 12:46:00
2024/09/26,12:46:30,-0.091832,2835.0,-0.132109,-0.032268,0.0,0.0378,0,7479,9393,11704,No notes.,-0.059564,2024-09-26 12:46:30
2024/09/26,12:47:00,-0.091619,2835.0,-0.129129,-0.031963,0.0,0.0378,0,7474,9393,11703,No notes.,-0.05965600000000001,2024-09-26 12:47:00
2024/09/26,12:47:30,-0.09121,2835.0,-0.128136,-0.031658,0.0,0.0378,0,7473,9395,11703,No notes.,-0.059552,2024-09-26 12:47:30
2024/09/26,12:48:00,-0.090911,2835.0,-0.127142,-0.031354,0.0,0.0378,0,7471,9395,11703,No notes.,-0.059557000000000006,2024-09-26 12:48:00
2024/09/26,12:48:30,-0.090615,2835.0,-0.127142,-0.031049,0.0,0.0378,0,7471,9396,11704,No notes.,-0.059566,2024-09-26 12:48:30
2024/09/26,12:49:00,-0.090338,2835.0,-0.130122,-0.030744,0.0,0.0378,0,7478,9396,11704,No notes.,-0.059594,2024-09-26 12:49:00
2024/09/26,12:49:30,-0.090167,2835.0,-0.127142,-0.030439,0.0,0.0378,0,7471,9396,11704,No notes.,-0.059727999999999996,2024-09-26 12:49:30
2024/09/26,12:50:00,-0.089971,2835.0,-0.129129,-0.030134,0.0,0.0378,0,7478,9395,11703,No notes.,-0.059836999999999994,2024-09-26 12:50:00
2024/09/26,12:50:30,-0.089675,2835.0,-0.125156,-0.029829,0.0,0.0378,0,7468,9395,11704,No notes.,-0.059846,2024-09-26 12:50:30
